,X_hidden0,covariate0,covariate1,Z0,Z1,Z2,M0,N0,Y0,Y_struct0
0,14.142515112497666,7.367056884822203,1.0,0.9629605732494478,7.367056884822203,1.0,15.405359116735191,26.70083922539378,12.701603130493531,13.243130426270234
1,20.30991316657333,8.864028867237078,6.0,-0.7246110515177244,8.864028867237078,6.0,32.42087445255634,31.538850037996163,-212.39859504558322,-210.51862817448256
2,22.462695636233576,9.210571972951916,5.0,-0.8537592225874118,9.210571972951916,5.0,19.225227690427296,14.355358037929083,-126.33721136133249,-125.12105736991091
3,20.340118510013074,5.036329251830992,4.0,0.4597059550149875,5.036329251830992,4.0,16.970793242176736,21.84608995250846,-64.22749654245713,-62.436933414196524
4,19.26092503740537,5.2027511474056904,4.0,0.9885532424653152,5.2027511474056904,4.0,3.4484735882092146,27.72112287966244,-86.23792915956928,-86.31216210730202
5,17.74796237120321,7.998704107638365,7.0,0.040256502000462865,7.998704107638365,7.0,6.69359503631294,11.28178886156216,-347.95859966427804,-349.3589418203976
6,18.85046467745734,3.144506917442013,1.0,-1.2863933350836971,3.144506917442013,1.0,30.32707218308908,26.673540446185957,-32.85905541636771,-33.81872493684344
7,23.217899260031864,8.373823623450686,5.0,-1.360258366289327,8.373823623450686,5.0,15.0149199891077,29.710116096298016,-261.88209077399796,-260.90137159209974
8,24.027765416291633,4.9414164651742345,2.0,-1.4271364021862412,4.9414164651742345,2.0,36.25244391846685,38.34928172212857,-17.202565990395623,-18.764227648186115
9,21.266707784835603,1.158567243352684,1.0,-1.767622112939381,1.158567243352684,1.0,36.36990953762185,12.870797257617426,-36.8411277894084,-37.66013904629543
10,16.025345981707034,0.720591470729437,4.0,0.10948535944708751,0.720591470729437,4.0,25.827498867135525,5.405700311873465,-218.64426994971498,-217.07548780012996
11,16.894059657946848,8.419932110394631,7.0,1.1250439217080253,8.419932110394631,7.0,14.845434769709788,9.747579677918,-284.4337226626093,-283.95452603175795
12,17.597289475852033,0.555679169068779,6.0,-0.013415786924808768,0.555679169068779,6.0,16.941311747363805,2.1923754199168535,-362.6779251066819,-363.79054858042844
13,23.09801167866058,2.806114361336559,6.0,-2.2604147573378524,2.806114361336559,6.0,36.786364988949906,30.364420782490917,-612.992217492716,-613.760991432956
14,14.80370274439644,3.341300405015458,6.0,-0.19076046033454871,3.341300405015458,6.0,18.861525747293072,18.029830008670366,-423.2718324743829,-421.6843141499961
15,15.750724251496093,1.729944451915938,6.0,-0.1627989966326071,1.729944451915938,6.0,21.204461520817866,24.0778168611724,-436.6251005089446,-437.1722591088333
16,5.987372804783673,3.1389336980198923,4.0,2.0959987502254394,3.1389336980198923,4.0,3.9374324169878827,9.870395526488846,-127.93569314355825,-125.06875354241657
17,21.510425002302807,7.426925667250856,1.0,-1.4571379129195563,7.426925667250856,1.0,-2.4332024741700806,10.551035162483398,-18.700709238219204,-18.613596465572236
18,20.22661470806711,0.14682843560070769,6.0,-0.3906776025991957,0.14682843560070769,6.0,21.767514059700297,26.06066034988798,-323.83129951056475,-325.197873602253
19,15.478968701968348,8.271734245206865,4.0,1.7058526805445642,8.271734245206865,4.0,14.239508801957536,13.88697688956691,-131.21597265391298,-131.09186819844
